bn_word,en_word,normalised_bn,pos,ipa_pron,roman_pron,bn_definition,bn_synonyms,en_synonyms,bn_antonyms,usage_sentences
স্যান্ডউইচ,sandwich,স্যান্ডউইচ,,ˈsanˌ(d)wiCH,Syānḍa'u'ica,,স্যান্ডউইচ|স্যাণ্ডউয়িচ,,,"Sunshine and a light breeze can make even a ham <b>sandwich</b> twice the meal it is indoors.|The Forest <b>is sandwiched between</b> two major conurbations, Southampton and Bourne-mouth, and is also facing problems caused by a huge increase in tourism and traffic."
বেলেপাথর,sandstone,বেলেপাথর,,ˈsan(d)ˌstōn,Bēlēpāthara,,বেলেপাথর|বালুশিলা,,,"These are relatively soft rocks with a distinctive brick red colour and are composed mainly of <b>sandstone</b> and mudstone.|I have used granite, <b>sandstone</b> and quartz type rocks and am continually placing rocks in various parts of the gardens to harness energies."
শিরিষ-কাগজ,sandpaper,শিরিষকাগজ,,ˈsan(d)ˌpāpər,Śiriṣa-kāgaja,,শিরিষ-কাগজ,sand|emery paper,,"Scrape off the blisters, smooth the edges with <b>sandpaper</b> and spot paint the area.|He will <b>sandpaper</b> the layers of paint, revealing the tree underneath."
Sandman,sandman,Sandman,,ˈsan(d)ˌman,Sandman,,,,,"She had swiftly found sleep after talking to her mother, but Jo knew the tappings to be those from the birds outside, which meant it had to be dawn, which meant that it had been hours since she had been visited by the <b>sandman</b> .|The release of small amounts by the pineal gland in the evening starts most people towards their date with the <b>sandman</b> ."
বালুময় পাহাড়,sand dune,বালুময় পাহাড়,,,Bālumaẏa pāhāṛa,,হাওয়ায় উড়ে-আসা বালির স্তৃপ|বালুময় পাহাড়,dune,,
বালির কাসল,sandcastle,বালির কাসল,,,Bālira kāsala,,,,,"While other toddlers build <b>sandcastles</b> on the beach, four-year-old Connor and two-year-old Dalton must take refuge indoors, donning sunglasses to ease the stinging in their eyes.|In his new global warming epic, the whole Northern Hemisphere is at his mercy and he sets about global annihilation with the destructive glee of a toddler kicking over <b>sandcastles</b> ."
বালি ঝঁঝা,sandblast,বালি ঝঁঝা,,ˈsan(d)ˌblast,Bāli jham̐jhā,,,,,Even at low pressures the <b>sandblast</b> gives a very granular texture to the designs that is quite different in appearance and touch from wheel engraving or acid etching.|The marks have to be <b>sandblasted</b> away and that in itself has adverse effects on the building.
বালির বস্তা,sandbag,বালির বস্তা,,ˈsan(d)ˌbag,Bālira bastā,,বালির বস্তা,dragoon|railroad,,"Fearing floods, thousands of residents <b>sandbagged</b> their homes.|The weight of a combat-loaded infantry squad with over 50 <b>sandbags</b> will deteriorate a M998 quickly."
চন্দন,sandal,চন্দন,,ˈsandl,Candana,,চন্দন|চপ্পল|চন্দন কাঠ|চটি,,,Sheer nude hose worn with very open toe shoes or <b>sandals</b> looks weird.|Her <b>sandals</b> felt light compared to the thick boots she had been wearing.
বালি,sand,বালি,,sand,Bāli,,বালু||বালি|বালুকা|সিকতা|কালপরিমাপক মুহূর্তসমূহ,sandpaper|beach|sands|shore|seashore|(sand) dunes|strand,,"Rather, it permeates organic matter, binding it to silt, <b>sand</b> , and clay particles.|The work could be viewed both from boats cruising the bay and from a deserted beach lined with <b>sand</b> dunes."
আশ্রয়স্থল,sanctuary,আশ্রয়স্থল,,ˈsaNG(k)CHo͞oˌerē,Āśraẏasthala,,"ধর্মস্থান|মন্দির, মসজিদ ইত্যাদি পবিত্র স্থান|আশ্রয়স্থল|অভয়ারণ্য|পবিত্র স্থান|উপাসনার স্থান|নিভৃত আবাস",refuge|haven|harbor|port in a storm|oasis|shelter|retreat|hideaway|hideout,,"I slammed the door angrily, dropped my bag, slid my jacket gently off my shoulders and once again took <b>sanctuary</b> on my mattress.|The service takes place in the <b>sanctuary</b> , which contains an altar table and an oblation table."
পবিত্রতা,sanctity,পবিত্রতা,,ˈsaNG(k)titē,Pabitratā,,শুচিতা|পবিত্রতা|ধার্মিকতা|সাধুতা|শুদ্ধাচার|অলঙ্ঘনীয়তা|শৌচ,holiness|godliness|blessedness|saintliness|spirituality|piety|piousness|devoutness|righteousness|goodness|virtue|purity|sanctitude,,"It has been strongly opposed by many religions which emphasize the <b>sanctity</b> of human life from the day of conception.|Of course the court will approach those interests with a strong predilection in favour of the preservation of life, because of the <b>sanctity</b> of human life."
নিষেধাজ্ঞার,sanctions,নিষেধাজ্ঞার,,,Niṣēdhājñāra,,মঁজুর করা|বলবত করা|বৈধ করা|ক্ষমতা দেত্তয়া|অধিকার দেত্তয়া|অনুমতি দেত্তয়া|অনুমোদন করা|অনুজ্ঞা|অনুমতি|মঁজুরী|ক্ষমতাদান|অধিকারদান|সম্মতি|অনুমোদন,authorize|permit|allow|warrant|accredit|license|endorse|approve|accept|back|support|OK|penalty|punishment|deterrent|punitive action|discipline|restriction|embargo|ban|prohibition|boycott,,
অনুমোদন,sanction,অনুমোদন,,ˈsaNG(k)SHən,Anumōdana,"কোনো প্রস্তাব, সিদ্ধান্ত বা কার্যক্রমের প্রতি আনুষ্ঠানিক সম্মতি প্রদান।
উদাহরণ: প্রকল্পটি পরিচালনা পর্ষদের অনুমোদন লাভ করেছে।",উপযুক্ত কর্ত্বপক্ষের অনুমোদন|মঁজুর করা|বলবত করা|বৈধ করা|ক্ষমতা দেত্তয়া|অধিকার দেত্তয়া|অনুমতি দেত্তয়া|অনুমোদন করা|অনুজ্ঞা|অনুমতি|মঁজুরী|ক্ষমতাদান|অধিকারদান|সম্মতি|অনুমোদন,authorize|permit|allow|warrant|accredit|license|endorse|approve|accept|back|support|OK|penalty|punishment|deterrent|punitive action|discipline|restriction|embargo|ban|prohibition|boycott,,The overarching discretion of the trial judge to take into account the particular circumstances of the offender is essential to the imposition of a fair and just <b>sanction</b> .|It has now sought <b>sanction</b> for running a coffee/tea vending outlet within the hospital to generate some revenue.
ধর্মধ্বজী,sanctimonious,ধর্মধ্বজী,,ˌsaNG(k)təˈmōnēəs,Dharmadhbajī,,বকধার্মিক|ধর্মধ্বজী|ভণ্ডামিপূর্ণ,self-righteous|holier-than-thou|pious|pietistic|churchy|moralizing|preachy|smug|superior|priggish|hypocritical|insincere|goody-goody,,"From my experience, hostility coming from the Left is a direct response to the <b>sanctimonious</b> , oppressive dogma and bigotry that emanates from the political Right.|The Anglican Consultative Council has issued a statement on the divestment controversy which achieves a truly egregious conflation of <b>sanctimoniousness</b> , disingenuousness and sheer moral humbug."
শোধন করা,sanctify,শোধন করা,,ˈsaNG(k)təˌfī,Śōdhana karā,,পুত বা পবিত্র জ্ঞান করা|পবিত্র করা|শুদ্ধ করা|পাপমুক্ত করা|শোধন করা|শোধিত করা,consecrate|bless|make holy|hallow|make sacred|dedicate to God,,"Last Monday at 11 a.m., 9 monks led religious ceremonies to <b>sanctify</b> the occasion and create solidarity among the 1,500 plus local government employees.|Those terms were settled, and indeed <b>sanctified</b> , in the long struggle down the centuries to the founding and then to the preservation, the protection and the defence of our liberal representative democracy."
স্বাস্থ্যকর স্থান,sanatorium,স্বাস্থ্যকর স্থান,,,Sbāsthyakara sthāna,,আরোগ্য-নিকেতন|স্বাস্থ্যালয়|হাসপাতাল|স্বাস্থ্যকর স্থান|স্বাস্থ্যনিবাস|স্বাস্থ্যভূমি,infirmary|clinic|hospital|medical center|hospice|sick bay|sickroom,,"Removal of infectious sufferers from the community had contributed to a decrease in incidence of the disease, but for the patients in <b>sanatoria</b> or specialized hospitals there was no specific cure.|In general character, Hartberg recalls early Modernist hospitals and <b>sanatoria</b> , with an optimistic feeling of light and air and a promise of brisk efficiency."
নমুনা,sample,নমুনা,,ˈsampəl,Namunā,,নমুনা লত্তয়া|পরীক্ষা করা|পরীক্ষা দেত্তয়া|নির্দশন|নমুনা|অনুকরণীয় আদর্শ,representative|illustrative|selected|specimen|test|trial|typical|try (out)|taste|put to the test|experiment with|appraise|evaluate|test drive|check out|example|bit|snippet|swatch|representative piece|exemplification|prototype|test piece|dummy|pilot|taster|tester,,"For the whole <b>sample</b> , we identified whether participants were high or low on locus and controllability.|did you <b>sample</b> this cake?"
অভিন্নতা,sameness,অভিন্নতা,,ˈsāmnis,Abhinnatā,,একঘেয়ে|অভিন্নতা,monotony|humdrum,,"Unfortunately, the album's cumulative effect is a feeling of <b>sameness</b> in its raw compositional matter.|Recognizing the diverse nature of Hispanic families, the purpose of this article was not to perpetuate the myth of <b>sameness</b> or ethnic homogeneity."
একই,same,একই,,sām,Ēka'i,,একঘেয়ে|পরিবর্তনহীন||সেই|একই|অনুরূপ|সম|সদৃশ|একরকম|অভিন্ন|অবিভিন্ন|এক|একই তলে অবস্থিত|তাহাই|অপরিবর্তিত|অপরিবর্তনীয়,same thing|aforementioned|aforesaid|above-mentioned|identical|selfsame|very same|one and the same,,The rate of price rises since January actually exceeds the rate for <b>same</b> period last year.|All age groups are welcome to participate and sponsorship of <b>same</b> would be very welcome.
মলম,salve,মলম,,"sav,säv",Malama,,মলম মাখান|লেপন করা|উপশম করা|ব্যাখ্যা করা|কারণ দর্শান|প্রতিপাদন করা|আরোগ্য করা|মলম|প্রতিকার|চিকিত্সা|বিলেপন|যন্ত্রণাহর বস্তু,soothe|assuage|ease|allay|lighten|alleviate|comfort|mollify|ointment|cream|balm|unguent|emollient|embrocation|liniment,,"I might even claim that welfare-state-ism can be traced to a desire to simply <b>salve</b> one's conscience.|Yet, no amount of <b>salve</b> could treat my conscience."
